"","X1","X2","Class"
"195",0.26396,3.820416,1
"196",3.896361,1.812211,1
"197",2.555869,1.106584,1
"198",2.322241,3.323986,1
"199",1.099443,2.869707,1
"200",1.737493,2.315629,1
"201",1.898828,3.317845,1
"202",3.942105,1.598916,1
"203",1.233473,4.999878,1
"204",3.16703,2.262183,1
"205",2.949834,1.809015,1
"206",3.211064,2.258982,1
"207",2.883848,1.404226,1
"208",4.171766,1.63121,1
"209",-0.71124,5.567749,1
"210",3.802205,2.100058,1
"211",3.952721,2.557747,1
"212",0.713873,2.072531,1
"213",4.529647,1.307886,1
"214",2.028742,2.632523,1
"215",-0.170669,4.924376,1
"216",0.056194,3.842888,1
"217",1.704935,3.877466,1
"218",2.531369,1.433284,1
"219",4.095689,1.351226,1
"220",4.64522,-0.142038,1
"221",0.893191,3.234372,1
"222",1.848396,2.292223,1
"223",0.636715,2.071833,1
"224",0.814623,4.166666,1
"225",1.740019,3.065758,1
"226",1.834553,3.275325,1
"227",1.291187,2.968773,1
"228",2.718653,2.067914,1
"229",2.324044,1.926605,1
"230",1.793465,3.79699,1
"231",0.740648,4.125479,1
"232",1.666042,3.203138,1
"233",1.492903,1.642746,1
"234",1.796996,4.344693,1
"235",2.92179,1.942559,1
"236",1.064578,3.959585,1
"237",1.457626,2.985469,1
"238",2.078331,4.001193,1
"239",-1.563823,6.347326,1
"240",0.574382,4.941747,1
"241",-1.427993,5.552467,1
"242",2.082123,2.574004,1
"243",1.713031,1.945687,1
"244",0.407098,3.582769,1
"245",2.518471,2.087895,1
"246",4.174225,1.379475,1
"247",-0.63435,4.722084,1
"248",1.077828,3.825406,1
"249",1.68798,3.01284,1
"250",0.962445,3.775285,1
"251",-0.04213,5.153292,1
"252",0.128284,3.936006,1
"253",1.793363,3.375817,1
"254",1.891625,4.561586,1
"255",4.293815,1.696497,1
"256",2.129844,2.210847,1
"257",1.347571,2.328939,1
"258",1.470335,3.02415,1
"259",4.476706,1.657767,1
"260",2.091909,2.678054,1
"261",2.117129,3.556432,1
"262",5.163383,0.746666,1
"263",3.220896,2.599762,1
"264",2.784546,3.222275,1
"265",3.781011,1.612654,1
"266",1.555742,3.547774,1
"267",3.409535,2.904107,1
"268",1.232503,4.388049,1
"269",1.756556,2.909688,1
"270",2.765778,3.1783,1
"271",1.193541,2.373558,1
"272",1.928801,3.526217,1
"273",2.118084,4.244106,1
"274",1.532215,4.04894,1
"275",0.890125,2.816106,1
"276",2.942793,1.064078,1
"277",0.160727,3.95804,1
"278",-0.105148,5.158058,1
"279",1.607762,2.216063,1
"280",0.743563,3.16806,1
"281",1.898717,1.032178,1
"282",1.018042,2.604934,1
"283",2.466192,3.134928,1
"284",2.208137,2.747416,1
"285",-1.726426,6.004945,1
"286",0.76071,3.766167,1
"287",1.536735,2.387807,1
"288",2.820319,2.547184,1
"289",1.503774,4.153952,1
"290",4.232052,0.274042,1
"291",1.963328,2.086939,1
"292",3.06184,2.574934,1
"293",1.268483,3.110709,1
"294",0.934573,4.63792,1
"295",1.648539,3.15403,1
"296",0.220332,4.689001,1
"297",5.804626,0.202115,1
"298",-0.012147,4.819122,1
"299",-0.030489,4.75046,1
"300",-0.394366,5.525745,1
"301",3.614711,3.025093,1
"302",3.956748,0.791339,1
"303",2.62602,3.272276,1
"304",0.481014,4.38639,1
"305",3.078852,1.043856,1
"306",0.652308,4.738456,1
"307",1.991047,3.452205,1
"308",3.929372,1.865527,1
"309",0.886921,4.528556,1
"310",1.763985,2.49622,1
"311",4.961455,0.698847,1
"312",0.674465,4.599871,1
"313",4.378747,1.600718,1
"314",3.117445,2.195355,1
"315",1.775736,3.918401,1
"316",1.724569,3.284387,1
"317",1.255226,3.014167,1
"318",1.620443,2.295301,1
"319",2.351544,2.805698,1
"320",1.942008,1.139257,1
"321",1.277653,3.789367,1
"322",2.522123,2.734355,1
"323",1.947273,1.681728,1
"324",2.479945,2.504773,1
"325",2.686162,2.959127,1
"326",1.878334,3.373352,1
"327",1.526036,3.105564,1
"328",1.459241,2.623645,1
"329",2.330326,3.783879,1
"330",1.181833,3.228965,1
"331",3.022283,2.215689,1
"332",4.179697,-0.187149,1
"333",0.538069,3.521517,1
"334",5.077931,0.90389,1
"335",1.372421,3.527515,1
"336",1.553574,4.18687,1
"337",2.025873,3.673366,1
"338",2.99326,2.009152,1
"339",1.839219,3.237186,1
"340",0.869464,3.70196,1
"341",1.87348,2.232948,1
"342",3.325879,0.979001,1
"343",0.994915,2.811713,1
"344",3.506756,1.217262,1
"345",-0.440611,5.642512,1
"346",4.039107,1.939156,1
"347",2.196102,2.11378,1
"348",0.936157,4.894437,1
"349",3.627412,1.182144,1
"350",3.140079,2.27218,1
"351",1.471846,2.716522,1
"352",2.40569,1.132067,1
"353",-0.224631,6.490054,1
"354",1.898202,5.312142,1
"355",1.655898,3.422312,1
"356",3.305612,1.804003,1
"357",1.262198,4.805302,1
"358",0.769468,4.669647,1
"359",1.277854,4.20861,1
"360",3.199109,1.336518,1
"361",2.753768,3.273387,1
"362",0.512213,4.497493,1
"363",1.947976,1.999936,1
"364",1.610951,3.175105,1
"365",0.467594,2.56772,1
"366",0.713791,4.024234,1
"367",-0.437383,6.021663,1
"368",1.150859,1.928015,1
"369",2.156852,4.136801,1
"370",2.074956,3.07748,1
"371",1.961989,3.177693,1
"372",3.247574,2.156623,1
"373",3.068149,2.576562,1
"374",2.186507,3.088471,1
"375",0.610044,3.31088,1
"376",1.981534,3.315445,1
"377",0.734691,4.701347,1
"378",2.154909,5.193949,1
"379",2.581354,1.426008,1
"380",2.542784,2.989615,1
"381",1.27764,3.777226,1
"382",1.154548,3.693987,1
"383",2.593182,3.53614,1
"384",3.090662,-0.116226,1
"385",2.403659,3.378036,1
"386",1.988513,3.737598,1
"387",3.095716,3.231559,1
"388",3.741608,2.420082,1
"389",-0.339884,4.031528,1
"390",2.96907,1.397539,1
"391",1.14196,4.269196,1
"392",2.028353,3.879982,1
"393",0.103469,4.924103,1
"394",-0.310788,3.624489,1
"395",2.41547,2.548521,1
"396",0.401457,4.030608,1
"397",1.17617,2.898487,1
"398",2.351575,1.454719,1
"399",2.443368,0.926964,1
"400",2.748104,2.692961,1
"401",3.072246,1.555072,1
"402",2.961918,1.320385,1
"403",3.27247,0.18052,1
"404",2.402644,2.05564,1
"405",0.906282,4.003817,1
"406",1.523632,4.204812,1
"407",1.848345,3.9813,1
"408",1.327758,3.596298,1
"409",2.563694,3.496279,1
"410",2.87745,2.05394,1
"411",0.06002,3.970006,1
"412",2.469073,1.778147,1
"413",2.412127,3.609685,1
"414",2.346424,2.862848,1
"415",2.574498,3.572196,1
"416",4.048381,0.491437,1
"417",2.290505,3.267279,1
"418",1.626614,5.416056,1
"419",3.210493,1.309548,1
"420",3.14817,2.675639,1
"421",3.074715,0.686776,1
"422",4.173676,-0.104941,1
"423",3.569107,0.8031,1
"424",2.545136,3.382917,1
"425",3.157247,2.105639,1
"426",0.690421,3.952697,1
"427",0.864345,2.49572,1
"428",0.725227,4.51905,1
"429",2.7837,2.020755,1
"430",2.087391,3.318231,1
"431",2.281448,2.993387,1
"432",4.942596,-1.286376,1
"433",2.47945,2.862423,1
"434",2.936578,1.757861,1
"435",3.255471,2.141461,1
"436",3.200415,2.857453,1
"437",3.869474,1.449822,1
"438",3.862594,1.703404,1
"439",-0.021812,4.490424,1
"440",1.285868,2.10408,1
"441",1.409605,2.950498,1
"442",3.019332,2.472494,1
"443",3.248531,2.242365,1
"444",1.794173,3.088594,1
"445",2.408935,3.661244,1
"446",3.139473,0.93812,1
"447",2.170968,2.674701,1
"448",2.808552,2.098481,1
"449",3.60411,1.564523,1
"450",-0.074746,5.843787,1
"451",2.623436,2.980996,1
"452",1.01907,4.492306,1
"453",-1.164131,6.462687,1
"454",1.997713,1.631818,1
"455",0.262318,4.566134,1
"456",2.312459,1.896351,1
"457",1.359266,4.700062,1
"458",1.346684,3.550413,1
"459",3.12965,2.857253,1
"460",2.195008,1.470102,1
"461",-0.328652,5.226692,1
"462",0.957398,4.313437,1
"463",0.042493,4.956556,1
"464",2.890083,2.610245,1
"465",0.566935,3.851807,1
"466",2.624958,1.15067,1
"467",1.008047,2.879188,1
"468",3.417353,3.333631,1
"469",3.002723,1.56321,1
"470",2.32366,2.551429,1
"471",0.793287,4.258645,1
"472",2.15523,1.9144,1
"473",1.033917,3.537097,1
"474",2.926013,1.199892,1
"475",1.154952,3.267207,1
"476",3.390698,3.38265,1
"477",4.018651,2.158736,1
"478",2.462197,2.689316,1
"479",-0.120985,4.341914,1
"480",1.970249,3.217625,1
"481",0.574196,3.576693,1
"482",2.789381,1.359984,1
"483",0.903304,4.107344,1
"484",4.170783,0.370482,1
"485",2.884673,1.615453,1
"486",1.556613,2.843718,1
"487",3.78058,2.303984,1
"488",-0.977332,5.075601,1
"489",2.782847,1.053087,1
"490",1.707731,2.87271,1
"491",2.698308,1.702364,1
"492",2.112893,2.467077,1
"493",0.000499,4.273517,1
"494",1.3524,3.270759,1
"495",1.574005,1.99283,1
"496",3.547555,2.885549,1
"497",1.821131,2.517591,1
"498",2.302244,2.418344,1
"499",2.091836,1.434823,1
"500",4.385422,1.369471,1
"501",3.01253,3.546474,1
"502",-0.919985,4.704995,1
"503",2.249163,3.248556,1
"504",1.217724,3.87892,1
"505",0.265316,4.226802,1
"506",1.573313,4.153354,1
"507",1.245707,2.838841,1
"508",0.737742,4.246306,1
"509",0.94527,5.204368,1
"510",2.81214,2.622373,1
"511",1.785912,3.439203,1
"512",3.900282,-0.419089,1
"513",3.828446,1.21611,1
"514",2.003566,3.74779,1
"515",2.823709,0.971301,1
"516",-0.126504,5.187907,1
"517",0.712306,2.64597,1
"518",1.492102,3.06893,1
"519",0.357664,3.37214,1
"520",2.411073,1.050251,1
"521",3.859363,2.077052,1
"522",1.610929,3.291722,1
"523",0.715927,3.141686,1
"524",2.528231,3.342391,1
"525",3.808127,1.444499,1
"526",2.86666,3.966832,1
"527",5.20507,0.11863,1
"528",5.165065,0.33254,1
"529",1.00541,4.273798,1
"530",1.92887,4.044245,1
"531",2.931696,0.939349,1
"532",-2.28382,6.885752,1
"533",0.573061,4.912055,1
"534",4.237715,0.379044,1
"535",3.425389,1.994173,1
"536",1.16996,4.999685,1
"537",1.269348,4.626345,1
"538",4.239939,-0.564484,1
"539",6.171287,0.813681,1
"540",3.48502,1.161018,1
"541",1.635624,2.127452,1
"542",0.207264,3.6748,1
"543",2.833098,3.897045,1
"544",3.906314,1.058107,1
"545",-1.079546,5.664738,1
"546",0.959971,2.322135,1
"547",2.633611,2.986288,1
"548",3.211426,1.804928,1
"549",1.409608,3.297681,1
"550",1.75347,3.381844,1
"551",4.381952,1.195861,1
"552",2.920183,4.028844,1
"553",1.520264,4.00331,1
"554",2.415735,1.946919,1
"555",-1.583417,3.848135,1
"556",1.510292,2.873369,1
"557",1.42273,2.26063,1
"558",2.3212,2.919512,1
"559",0.982165,4.45725,1
"560",-0.323744,3.96226,1
"561",1.644096,2.182959,1
"562",3.744086,2.872962,1
"563",2.333667,1.541428,1
"564",2.931671,0.085305,1
"565",1.243473,6.322654,1
"566",2.621119,1.527381,1
"567",3.254075,1.756279,1
"568",3.464186,1.519042,1
"569",3.897857,2.337771,1
"570",2.302464,2.504095,1
"571",2.361825,2.548619,1
"572",1.888192,3.68329,1
"573",0.873522,3.221271,1
"574",1.989254,2.391878,1
"575",-0.108453,5.425266,1
"576",1.624279,1.971192,1
"577",1.4419,3.324415,1
"578",-1.301124,4.488989,1
"579",-0.567771,5.994744,1
"580",1.799019,4.10499,1
"581",2.790919,2.773175,1
"582",1.039205,4.010438,1
"583",0.114945,3.893726,1
"584",1.061527,3.919163,1
"585",-0.538327,3.853183,1
"586",2.279687,4.023017,1
"587",2.5183,2.209653,1
"588",1.931322,3.12088,1
"589",4.768903,0.723064,1
"590",3.327678,1.870308,1
"591",0.867273,4.168737,1
"592",3.487507,0.397864,1
"593",0.457387,4.071401,1
"594",2.655348,1.691557,1
"595",1.081246,4.263546,1
"596",0.111873,5.399495,1
"597",3.220929,1.478153,1
"598",2.933396,3.351377,1
"599",2.444882,3.373466,1
"600",2.181967,2.868485,1
"601",1.897044,2.238665,1
"602",0.943076,3.819393,1
"603",3.397745,1.373522,1
"604",4.088289,0.638835,1
"605",2.912224,1.158718,1
"606",0.773276,3.578979,1
"607",2.314546,4.336234,1
"608",2.155566,2.526513,1
"609",2.723005,1.404112,1
"610",1.863726,3.487308,1
"611",1.581641,3.192138,1
"612",2.253913,3.154201,1
"613",4.372596,2.796391,1
"614",2.985656,1.052061,1
"615",2.513423,2.108108,1
"616",0.523343,4.772868,1
"617",2.684516,2.287984,1
"618",1.465292,2.675653,1
"619",-0.602432,3.700376,1
"620",0.340012,3.975502,1
"621",2.247612,2.996591,1
"622",0.245119,4.997878,1
"623",2.603695,3.751486,1
"624",1.278488,3.571561,1
"625",1.256836,4.203518,1
"626",3.539193,2.193379,1
"627",5.919903,-0.271949,1
"628",2.607389,0.845189,1
"629",1.227813,2.015393,1
"630",1.847332,2.005349,1
"631",1.048755,2.995314,1
"632",1.781082,3.978896,1
"633",4.192562,1.610003,1
"634",1.206917,3.786611,1
"635",0.908922,3.07237,1
"636",0.009396,2.975077,1
"637",1.907662,3.644208,1
"638",2.291536,2.759878,1
"639",2.028343,2.503468,1
"640",4.667319,0.67949,1
"641",-0.000257,4.343262,1
"642",1.194501,3.541308,1
"643",1.448215,2.725026,1
"644",-0.457559,4.584617,1
"645",-0.189108,4.670017,1
"646",3.283702,3.983712,1
"647",2.735063,2.760292,1
"648",3.48858,2.172971,1
"649",3.831531,1.376905,1
"650",2.184885,2.294077,1
"651",0.926234,3.353995,1
"652",3.148907,2.139882,1
"653",-0.593225,6.625149,1
"654",2.925002,0.949218,1
"655",1.469516,3.600617,1
"656",0.917258,3.775949,1
"657",2.479092,3.493647,1
"658",0.013281,3.714907,1
"659",1.090135,3.87281,1
"660",3.90189,3.12147,1
"661",3.048407,2.850262,1
"662",1.798038,3.076837,1
"663",0.868443,4.323781,1
"664",3.750194,2.699496,1
"665",1.606571,3.498982,1
"666",2.891984,1.820954,1
"667",2.324748,3.041693,1
"668",2.737207,1.887566,1
"669",3.903253,2.304646,1
"670",-1.362906,4.763462,1
"671",1.539377,1.661066,1
"672",4.217007,1.424388,1
"673",2.914176,1.310322,1
"674",2.278654,4.216918,1
"675",3.026767,2.851067,1
"676",2.853275,2.267821,1
"677",0.432109,6.073752,1
"678",0.086822,4.918338,1
"679",2.553205,4.316446,1
"680",1.542759,4.611545,1
"681",1.289501,3.746245,1
"682",3.067448,1.341476,1
"683",2.867135,3.800129,1
"684",2.125529,5.101991,1
"685",1.044741,6.128889,1
"686",1.976203,3.249541,1
"687",0.707264,2.378396,1
"688",1.551103,3.858335,1
"689",3.172378,0.64094,1
"690",-0.718533,4.804307,1
"691",2.063603,4.999678,1
"692",1.561747,3.509772,1
"693",3.340249,1.481727,1
"694",0.422296,2.911035,1
"695",3.661481,2.082474,1
"696",4.327061,0.752922,1
"697",3.426614,3.597686,1
"698",2.851385,2.334046,1
"699",-0.277486,5.873105,1
"700",2.966738,1.56415,1
"701",2.750918,4.210447,1
"702",2.501142,2.79569,1
"703",3.821479,1.531371,1
"704",0.114366,4.036435,1
"705",3.068575,1.371406,1
"706",3.939854,1.656499,1
"707",2.168072,3.191963,1
"708",1.90079,2.588656,1
"709",2.663702,3.57186,1
"710",4.311954,0.554084,1
"711",3.141628,1.214876,1
"712",3.830694,1.548114,1
"713",2.309296,4.206252,1
"714",-0.939874,5.447712,1
"715",0.463469,2.906954,1
"716",2.901428,1.935564,1
"717",1.429612,3.527652,1
"718",1.384323,3.01514,1
"719",3.241768,1.315333,1
"720",1.63462,3.710883,1
"721",0.86482,3.901077,1
"722",2.887519,2.420982,1
"723",5.64971,-1.028155,1
"724",3.447485,2.501994,1
"725",0.820709,3.445632,1
"726",2.092863,2.915238,1
"727",1.891125,1.764595,1
"728",4.407849,0.675774,1
"729",2.133811,3.136539,1
"730",3.300162,2.392735,1
"731",2.347104,1.533937,1
"732",3.37118,3.255353,1
"733",-0.033522,3.32498,1
"734",1.894345,3.153645,1
"735",0.807479,3.474904,1
"736",1.96011,1.976596,1
"737",3.036674,2.221216,1
"738",2.210921,4.185393,1
"739",0.900802,5.194812,1
"740",3.491998,1.664991,1
"741",2.444747,3.848748,1
"742",2.46294,3.033253,1
"743",2.563923,2.487114,1
"744",3.859385,2.34259,1
"745",4.435437,0.701801,1
"746",2.799219,2.988409,1
"747",2.311323,3.864896,1
"748",2.889755,1.348038,1
"749",1.367845,2.889699,1
"750",2.500696,2.169433,1
"751",-0.975148,4.816115,1
"752",4.050765,1.079539,1
"753",5.821025,-1.444111,1
"754",1.241522,4.071116,1
"755",4.11086,0.925026,1
"756",1.297962,4.609783,1
"757",2.057879,3.588793,1
"758",3.740563,1.866269,1
"759",3.524199,2.429893,1
"760",0.133832,4.060871,1
"761",2.785052,0.710858,1
"762",0.924557,1.786648,1
"763",1.067516,3.648594,1
"764",2.424376,2.164962,1
"765",-2.346931,7.793648,1
"766",1.423894,4.672664,1
"767",0.086227,5.298063,1
"768",2.766038,1.992587,1
"769",5.437127,1.964732,1
"770",3.127534,2.124274,1
"771",2.764719,2.968551,1
"772",1.165541,3.44603,1
"773",4.145459,2.13832,1
"774",2.429102,1.963402,1
"775",1.305349,4.29179,1
"776",2.510234,2.523616,1
"777",3.059672,0.631727,1
"778",3.71576,1.576036,1
"779",1.444892,3.961304,1
"780",2.910159,3.136965,1
"781",3.321493,2.985292,1
"782",1.647173,2.681858,1
"783",1.160205,3.449258,1
"784",3.757652,0.279592,1
"785",1.453038,3.670998,1
"786",3.168359,1.234368,1
"787",1.852502,3.226482,1
"788",2.08845,3.244573,1
"789",1.852975,2.526387,1
"790",1.45295,3.45133,1
"791",3.936358,1.804646,1
"792",2.097214,3.171855,1
"793",2.668404,3.977978,1
"794",2.368512,3.987086,1
"795",2.448261,3.32316,1
"796",2.821479,3.851996,1
"797",0.673362,3.283488,1
"798",2.531753,3.346572,1
"799",2.218142,2.653859,1
"800",4.10535,0.788242,1
"801",3.144858,3.720749,1
"802",2.560109,1.820991,1
"803",5.439277,-0.464624,1
"804",2.396617,3.378852,1
"805",3.736411,1.556935,1
"806",2.912542,0.766953,1
"807",2.084304,2.287525,1
"808",-0.391296,5.849533,1
"809",4.068287,1.545804,1
"810",0.447631,6.291288,1
"811",1.431327,4.230604,1
"812",1.807725,4.26895,1
"813",2.455887,2.23097,1
"814",2.107709,2.824613,1
"815",4.00396,1.997514,1
"816",2.520314,2.072218,1
"817",0.794935,4.519942,1
"818",4.079154,0.649026,1
"819",0.195241,5.9052,1
"820",2.144077,2.204222,1
"821",0.231049,5.465399,1
"822",4.161151,2.778848,1
"823",2.892606,2.356563,1
"824",5.026478,1.650907,1
"825",-0.475786,4.968383,1
"826",5.490423,-0.360138,1
"827",2.367592,2.389996,1
"828",3.864716,0.954069,1
"829",2.087935,2.305243,1
"830",1.746398,4.123259,1
"831",2.193626,2.831855,1
"832",0.672773,2.807584,1
"833",2.511848,2.995941,1
"834",2.455011,1.042816,1
"835",2.962409,2.428118,1
"836",3.752906,1.704302,1
"837",2.254163,2.283258,1
"838",0.533672,3.922511,1
"839",4.059257,2.882088,1
"840",0.113986,4.83741,1
"841",1.967744,3.119649,1
"842",3.149488,1.224161,1
"843",0.579321,4.376641,1
"844",2.409769,2.462347,1
"845",1.690479,4.010178,1
"846",1.091773,3.573469,1
"847",3.015282,2.443509,1
"848",4.190468,1.210084,1
"849",1.958068,2.709315,1
"850",1.216626,4.417832,1
"851",0.139121,4.232855,1
"852",-1.676373,6.603016,1
"853",2.852687,3.117842,1
"854",0.551968,4.10087,1
"855",2.115627,1.408127,1
"856",-0.519088,4.454941,1
"857",3.911192,3.283816,1
"858",2.235867,1.364373,1
"859",2.39107,3.021899,1
"860",1.860622,3.261225,1
"861",-0.599119,3.804559,1
"862",3.15852,1.874147,1
"863",-0.307428,4.576162,1
"864",0.873878,4.487061,1
"865",1.940589,3.322487,1
"866",2.716237,1.554223,1
"867",2.14061,2.788785,1
"868",2.974731,3.81824,1
"869",2.460234,2.551022,1
"870",2.044083,2.443907,1
"871",-0.448369,5.36495,1
"872",1.366665,3.834891,1
"873",2.074895,2.527627,1
"874",2.345737,3.332916,1
"875",2.217061,2.93987,1
"876",0.577027,5.246955,1
"877",3.695836,-0.54361,1
"878",-0.950432,5.687989,1
"879",0.782318,2.929771,1
"880",5.735722,-0.755989,1
"881",0.269938,4.641327,1
"882",0.967486,2.855659,1
"883",0.001443,4.096671,1
"884",2.733818,1.146253,1
"885",1.87741,3.087363,1
"886",1.510883,4.228206,1
"887",2.909702,4.749893,1
"888",0.234234,4.545929,1
"889",3.115438,1.617979,1
"890",2.746188,3.821529,1
"891",3.131483,2.844732,1
"892",1.682954,3.505642,1
"893",1.263184,3.457626,1
"894",1.860702,3.957565,1
"895",2.614433,2.486629,1
"896",1.462692,3.224167,1
"897",0.35228,4.960177,1
"898",3.646374,0.814471,1
"899",4.406411,0.655552,1
"900",2.244254,3.105028,1
"901",1.651738,3.154944,1
"902",0.346773,4.303904,1
"903",2.874377,3.883738,1
"904",2.115788,4.271798,1
"905",1.461657,2.327938,1
"906",0.976168,3.339661,1
"907",2.879166,1.163482,1
"908",1.825899,2.203511,1
"909",-1.893579,6.328706,1
"910",0.786395,4.934272,1
"911",1.578695,4.316526,1
"912",3.479374,3.621213,1
"913",1.072596,2.772592,1
"914",3.342144,1.582964,1
"915",1.456477,3.843827,1
"916",2.627592,2.821301,1
"917",3.558956,2.479554,1
"918",0.333337,4.674413,1
"919",1.173777,2.829857,1
"920",2.162785,2.927872,1
"921",1.250608,4.058662,1
"922",2.964098,2.685709,1
"923",1.278701,2.455191,1
"924",1.136398,3.211201,1
"925",2.12187,3.489263,1
"926",5.017579,0.583506,1
