"","X1","X2","X3","Class"
"154",0.38683,-0.125689,0.913545,1
"155",0.362405,-0.184655,0.913545,1
"156",0.329057,-0.239074,0.913545,1
"157",0.287606,-0.287606,0.913545,1
"158",0.239074,-0.329057,0.913545,1
"159",0.184655,-0.362405,0.913545,1
"160",0.125689,-0.38683,0.913545,1
"161",0.063628,-0.401729,0.913545,1
"162",0,-0.406737,0.913545,1
"163",-0.063628,-0.401729,0.913545,1
"164",-0.125689,-0.38683,0.913545,1
"165",-0.184655,-0.362405,0.913545,1
"166",-0.239074,-0.329057,0.913545,1
"167",-0.287606,-0.287606,0.913545,1
"168",-0.329057,-0.239074,0.913545,1
"169",-0.362405,-0.184655,0.913545,1
"170",-0.38683,-0.125689,0.913545,1
"171",-0.401729,-0.063628,0.913545,1
"172",-0.406737,0,0.913545,1
"173",-0.401729,0.063628,0.913545,1
"174",-0.38683,0.125689,0.913545,1
"175",-0.362405,0.184655,0.913545,1
"176",-0.329057,0.239074,0.913545,1
"177",-0.287606,0.287606,0.913545,1
"178",-0.239074,0.329057,0.913545,1
"179",-0.184655,0.362405,0.913545,1
"180",-0.125689,0.38683,0.913545,1
"181",-0.063628,0.401729,0.913545,1
"182",0,0.453991,0.891007,1
"183",0.063183,0.449572,0.891007,1
"184",0.125137,0.436404,0.891007,1
"185",0.184655,0.414741,0.891007,1
"186",0.240578,0.385006,0.891007,1
"187",0.291819,0.347777,0.891007,1
"188",0.337381,0.303779,0.891007,1
"189",0.376375,0.253868,0.891007,1
"190",0.408044,0.199016,0.891007,1
"191",0.431771,0.140291,0.891007,1
"192",0.447093,0.078835,0.891007,1
"193",0.453714,0.015844,0.891007,1
"194",0.451503,-0.047455,0.891007,1
"195",0.440505,-0.10983,0.891007,1
"196",0.420933,-0.170068,0.891007,1
"197",0.393167,-0.226995,0.891007,1
"198",0.357749,-0.279504,0.891007,1
"199",0.315368,-0.326573,0.891007,1
"200",0.266849,-0.367286,0.891007,1
"201",0.213136,-0.40085,0.891007,1
"202",0.155274,-0.426612,0.891007,1
"203",0.09439,-0.44407,0.891007,1
"204",0.031669,-0.452885,0.891007,1
"205",-0.031669,-0.452885,0.891007,1
"206",-0.09439,-0.44407,0.891007,1
"207",-0.155274,-0.426612,0.891007,1
"208",-0.213136,-0.40085,0.891007,1
"209",-0.266849,-0.367286,0.891007,1
"210",-0.315368,-0.326573,0.891007,1
"211",-0.357749,-0.279504,0.891007,1
"212",-0.393167,-0.226995,0.891007,1
"213",-0.420933,-0.170068,0.891007,1
"214",-0.440505,-0.10983,0.891007,1
"215",-0.451503,-0.047455,0.891007,1
"216",-0.453714,0.015844,0.891007,1
"217",-0.447093,0.078835,0.891007,1
"218",-0.431771,0.140291,0.891007,1
"219",-0.408044,0.199016,0.891007,1
"220",-0.376375,0.253868,0.891007,1
"221",-0.337381,0.303779,0.891007,1
"222",-0.291819,0.347777,0.891007,1
"223",-0.240578,0.385006,0.891007,1
"224",-0.184655,0.414741,0.891007,1
"225",-0.125137,0.436404,0.891007,1
"226",-0.063183,0.449572,0.891007,1
"227",0,0.5,0.866025,1
"228",0.062667,0.496057,0.866025,1
"229",0.124345,0.484292,0.866025,1
"230",0.184062,0.464888,0.866025,1
"231",0.240877,0.438153,0.866025,1
"232",0.293893,0.404508,0.866025,1
"233",0.342274,0.364484,0.866025,1
"234",0.385257,0.318712,0.866025,1
"235",0.422164,0.267913,0.866025,1
"236",0.452414,0.21289,0.866025,1
"237",0.475528,0.154508,0.866025,1
"238",0.491144,0.093691,0.866025,1
"239",0.499013,0.031395,0.866025,1
"240",0.499013,-0.031395,0.866025,1
"241",0.491144,-0.093691,0.866025,1
"242",0.475528,-0.154508,0.866025,1
"243",0.452414,-0.21289,0.866025,1
"244",0.422164,-0.267913,0.866025,1
"245",0.385257,-0.318712,0.866025,1
"246",0.342274,-0.364484,0.866025,1
"247",0.293893,-0.404508,0.866025,1
"248",0.240877,-0.438153,0.866025,1
"249",0.184062,-0.464888,0.866025,1
"250",0.124345,-0.484292,0.866025,1
"251",0.062667,-0.496057,0.866025,1
"252",0,-0.5,0.866025,1
"253",-0.062667,-0.496057,0.866025,1
"254",-0.124345,-0.484292,0.866025,1
"255",-0.184062,-0.464888,0.866025,1
"256",-0.240877,-0.438153,0.866025,1
"257",-0.293893,-0.404508,0.866025,1
"258",-0.342274,-0.364484,0.866025,1
"259",-0.385257,-0.318712,0.866025,1
"260",-0.422164,-0.267913,0.866025,1
"261",-0.452414,-0.21289,0.866025,1
"262",-0.475528,-0.154508,0.866025,1
"263",-0.491144,-0.093691,0.866025,1
"264",-0.499013,-0.031395,0.866025,1
"265",-0.499013,0.031395,0.866025,1
"266",-0.491144,0.093691,0.866025,1
"267",-0.475528,0.154508,0.866025,1
"268",-0.452414,0.21289,0.866025,1
"269",-0.422164,0.267913,0.866025,1
"270",-0.385257,0.318712,0.866025,1
"271",-0.342274,0.364484,0.866025,1
"272",-0.293893,0.404508,0.866025,1
"273",-0.240877,0.438153,0.866025,1
"274",-0.184062,0.464888,0.866025,1
"275",-0.124345,0.484292,0.866025,1
"276",-0.062667,0.496057,0.866025,1
"277",0,0.544639,0.838671,1
"278",0.062084,0.541089,0.838671,1
"279",0.123359,0.530485,0.838671,1
"280",0.183026,0.512965,0.838671,1
"281",0.240306,0.488758,0.838671,1
"282",0.294454,0.45818,0.838671,1
"283",0.344763,0.421628,0.838671,1
"284",0.390578,0.379579,0.838671,1
"285",0.431301,0.332583,0.838671,1
"286",0.466401,0.28125,0.838671,1
"287",0.495421,0.226251,0.838671,1
"288",0.517983,0.168303,0.838671,1
"289",0.533791,0.10816,0.838671,1
"290",0.542641,0.046607,0.838671,1
"291",0.544417,-0.015553,0.838671,1
"292",0.539095,-0.07751,0.838671,1
"293",0.526746,-0.138457,0.838671,1
"294",0.50753,-0.197599,0.838671,1
"295",0.481697,-0.254165,0.838671,1
"296",0.449584,-0.307418,0.838671,1
"297",0.411611,-0.356663,0.838671,1
"298",0.368271,-0.401258,0.838671,1
"299",0.320131,-0.440622,0.838671,1
"300",0.267817,-0.474242,0.838671,1
"301",0.212012,-0.50168,0.838671,1
"302",0.153443,-0.522577,0.838671,1
"303",0.092873,-0.536662,0.838671,1
"304",0.031093,-0.543751,0.838671,1
"305",-0.031093,-0.543751,0.838671,1
"306",-0.092873,-0.536662,0.838671,1
"307",-0.153443,-0.522577,0.838671,1
"308",-0.212012,-0.50168,0.838671,1
"309",-0.267817,-0.474242,0.838671,1
"310",-0.320131,-0.440622,0.838671,1
"311",-0.368271,-0.401258,0.838671,1
"312",-0.411611,-0.356663,0.838671,1
"313",-0.449584,-0.307418,0.838671,1
"314",-0.481697,-0.254165,0.838671,1
"315",-0.50753,-0.197599,0.838671,1
"316",-0.526746,-0.138457,0.838671,1
"317",-0.539095,-0.07751,0.838671,1
"318",-0.544417,-0.015553,0.838671,1
"319",-0.542641,0.046607,0.838671,1
"320",-0.533791,0.10816,0.838671,1
"321",-0.517983,0.168303,0.838671,1
"322",-0.495421,0.226251,0.838671,1
"323",-0.466401,0.28125,0.838671,1
"324",-0.431301,0.332583,0.838671,1
"325",-0.390578,0.379579,0.838671,1
"326",-0.344763,0.421628,0.838671,1
"327",-0.294454,0.45818,0.838671,1
"328",-0.240306,0.488758,0.838671,1
"329",-0.183026,0.512965,0.838671,1
"330",-0.123359,0.530485,0.838671,1
"331",-0.062084,0.541089,0.838671,1
"332",0,0.587785,0.809017,1
"333",0.06144,0.584565,0.809017,1
"334",0.122207,0.574941,0.809017,1
"335",0.181636,0.559017,0.809017,1
"336",0.239074,0.536969,0.809017,1
"337",0.293893,0.509037,0.809017,1
"338",0.345492,0.475528,0.809017,1
"339",0.393305,0.43681,0.809017,1
"340",0.43681,0.393305,0.809017,1
"341",0.475528,0.345492,0.809017,1
"342",0.509037,0.293893,0.809017,1
"343",0.536969,0.239074,0.809017,1
"344",0.559017,0.181636,0.809017,1
"345",0.574941,0.122207,0.809017,1
"346",0.584565,0.06144,0.809017,1
"347",0.587785,0,0.809017,1
"348",0.584565,-0.06144,0.809017,1
"349",0.574941,-0.122207,0.809017,1
"350",0.559017,-0.181636,0.809017,1
"351",0.536969,-0.239074,0.809017,1
"352",0.509037,-0.293893,0.809017,1
"353",0.475528,-0.345492,0.809017,1
"354",0.43681,-0.393305,0.809017,1
"355",0.393305,-0.43681,0.809017,1
"356",0.345492,-0.475528,0.809017,1
"357",0.293893,-0.509037,0.809017,1
"358",0.239074,-0.536969,0.809017,1
"359",0.181636,-0.559017,0.809017,1
"360",0.122207,-0.574941,0.809017,1
"361",0.06144,-0.584565,0.809017,1
"362",0,-0.587785,0.809017,1
"363",-0.06144,-0.584565,0.809017,1
"364",-0.122207,-0.574941,0.809017,1
"365",-0.181636,-0.559017,0.809017,1
"366",-0.239074,-0.536969,0.809017,1
"367",-0.293893,-0.509037,0.809017,1
"368",-0.345492,-0.475528,0.809017,1
"369",-0.393305,-0.43681,0.809017,1
"370",-0.43681,-0.393305,0.809017,1
"371",-0.475528,-0.345492,0.809017,1
"372",-0.509037,-0.293893,0.809017,1
"373",-0.536969,-0.239074,0.809017,1
"374",-0.559017,-0.181636,0.809017,1
"375",-0.574941,-0.122207,0.809017,1
"376",-0.584565,-0.06144,0.809017,1
"377",-0.587785,0,0.809017,1
"378",-0.584565,0.06144,0.809017,1
"379",-0.574941,0.122207,0.809017,1
"380",-0.559017,0.181636,0.809017,1
"381",-0.536969,0.239074,0.809017,1
"382",-0.509037,0.293893,0.809017,1
"383",-0.475528,0.345492,0.809017,1
"384",-0.43681,0.393305,0.809017,1
"385",-0.393305,0.43681,0.809017,1
"386",-0.345492,0.475528,0.809017,1
"387",-0.293893,0.509037,0.809017,1
"388",-0.239074,0.536969,0.809017,1
"389",-0.181636,0.559017,0.809017,1
"390",-0.122207,0.574941,0.809017,1
"391",-0.06144,0.584565,0.809017,1
"392",0,0.62932,0.777146,1
"393",0.060738,0.626382,0.777146,1
"394",0.120909,0.617596,0.777146,1
"395",0.179951,0.603044,0.777146,1
"396",0.237313,0.582861,0.777146,1
"397",0.29246,0.557236,0.777146,1
"398",0.344875,0.526408,0.777146,1
"399",0.394071,0.490665,0.777146,1
"400",0.439587,0.450341,0.777146,1
"401",0.480999,0.405812,0.777146,1
"402",0.517921,0.357495,0.777146,1
"403",0.550006,0.305839,0.777146,1
"404",0.576956,0.251328,0.777146,1
"405",0.598519,0.194471,0.777146,1
"406",0.614494,0.135797,0.777146,1
"407",0.624732,0.075856,0.777146,1
"408",0.629137,0.015207,0.777146,1
"409",0.627667,-0.045585,0.777146,1
"410",0.620338,-0.105951,0.777146,1
"411",0.607216,-0.165327,0.777146,1
"412",0.588425,-0.22316,0.777146,1
"413",0.56414,-0.278909,0.777146,1
"414",0.534587,-0.332055,0.777146,1
"415",0.500044,-0.3821,0.777146,1
"416",0.460832,-0.428577,0.777146,1
"417",0.417317,-0.471053,0.777146,1
"418",0.369905,-0.509131,0.777146,1
"419",0.31904,-0.542455,0.777146,1
"420",0.265196,-0.570715,0.777146,1
"421",0.208876,-0.593645,0.777146,1
"422",0.150606,-0.611033,0.777146,1
"423",0.09093,-0.622717,0.777146,1
"424",0.030405,-0.628585,0.777146,1
"425",-0.030405,-0.628585,0.777146,1
"426",-0.09093,-0.622717,0.777146,1
"427",-0.150606,-0.611033,0.777146,1
"428",-0.208876,-0.593645,0.777146,1
"429",-0.265196,-0.570715,0.777146,1
"430",-0.31904,-0.542455,0.777146,1
"431",-0.369905,-0.509131,0.777146,1
"432",-0.417317,-0.471053,0.777146,1
"433",-0.460832,-0.428577,0.777146,1
"434",-0.500044,-0.3821,0.777146,1
"435",-0.534587,-0.332055,0.777146,1
"436",-0.56414,-0.278909,0.777146,1
"437",-0.588425,-0.22316,0.777146,1
"438",-0.607216,-0.165327,0.777146,1
"439",-0.620338,-0.105951,0.777146,1
"440",-0.627667,-0.045585,0.777146,1
"441",-0.629137,0.015207,0.777146,1
"442",-0.624732,0.075856,0.777146,1
"443",-0.614494,0.135797,0.777146,1
"444",-0.598519,0.194471,0.777146,1
"445",-0.576956,0.251328,0.777146,1
"446",-0.550006,0.305839,0.777146,1
"447",-0.517921,0.357495,0.777146,1
"448",-0.480999,0.405812,0.777146,1
"449",-0.439587,0.450341,0.777146,1
"450",-0.394071,0.490665,0.777146,1
"451",-0.344875,0.526408,0.777146,1
"452",-0.29246,0.557236,0.777146,1
"453",-0.237313,0.582861,0.777146,1
"454",-0.179951,0.603044,0.777146,1
"455",-0.120909,0.617596,0.777146,1
"456",-0.060738,0.626382,0.777146,1
"457",0,0.669131,0.743145,1
"458",0.05998,0.666437,0.743145,1
"459",0.119478,0.658377,0.743145,1
"460",0.178013,0.645017,0.743145,1
"461",0.235116,0.626463,0.743145,1
"462",0.290325,0.602866,0.743145,1
"463",0.343197,0.574414,0.743145,1
"464",0.393305,0.541338,0.743145,1
"465",0.440247,0.503903,0.743145,1
"466",0.483644,0.462411,0.743145,1
"467",0.523147,0.417196,0.743145,1
"468",0.558439,0.368622,0.743145,1
"469",0.589233,0.31708,0.743145,1
"470",0.615284,0.262985,0.743145,1
"471",0.636381,0.206773,0.743145,1
"472",0.652354,0.148896,0.743145,1
"473",0.663075,0.08982,0.743145,1
"474",0.668457,0.03002,0.743145,1
"475",0.668457,-0.03002,0.743145,1
"476",0.663075,-0.08982,0.743145,1
"477",0.652354,-0.148896,0.743145,1
"478",0.636381,-0.206773,0.743145,1
"479",0.615284,-0.262985,0.743145,1
"480",0.589233,-0.31708,0.743145,1
"481",0.558439,-0.368622,0.743145,1
"482",0.523147,-0.417196,0.743145,1
"483",0.483644,-0.462411,0.743145,1
"484",0.440247,-0.503903,0.743145,1
"485",0.393305,-0.541338,0.743145,1
"486",0.343197,-0.574414,0.743145,1
"487",0.290325,-0.602866,0.743145,1
"488",0.235116,-0.626463,0.743145,1
"489",0.178013,-0.645017,0.743145,1
"490",0.119478,-0.658377,0.743145,1
"491",0.05998,-0.666437,0.743145,1
"492",0,-0.669131,0.743145,1
"493",-0.05998,-0.666437,0.743145,1
"494",-0.119478,-0.658377,0.743145,1
"495",-0.178013,-0.645017,0.743145,1
"496",-0.235116,-0.626463,0.743145,1
"497",-0.290325,-0.602866,0.743145,1
"498",-0.343197,-0.574414,0.743145,1
"499",-0.393305,-0.541338,0.743145,1
"500",-0.440247,-0.503903,0.743145,1
"501",-0.483644,-0.462411,0.743145,1
"502",-0.523147,-0.417196,0.743145,1
"503",-0.558439,-0.368622,0.743145,1
"504",-0.589233,-0.31708,0.743145,1
"505",-0.615284,-0.262985,0.743145,1
"506",-0.636381,-0.206773,0.743145,1
"507",-0.652354,-0.148896,0.743145,1
"508",-0.663075,-0.08982,0.743145,1
"509",-0.668457,-0.03002,0.743145,1
"510",-0.668457,0.03002,0.743145,1
"511",-0.663075,0.08982,0.743145,1
"512",-0.652354,0.148896,0.743145,1
"513",-0.636381,0.206773,0.743145,1
"514",-0.615284,0.262985,0.743145,1
"515",-0.589233,0.31708,0.743145,1
"516",-0.558439,0.368622,0.743145,1
"517",-0.523147,0.417196,0.743145,1
"518",-0.483644,0.462411,0.743145,1
"519",-0.440247,0.503903,0.743145,1
"520",-0.393305,0.541338,0.743145,1
"521",-0.343197,0.574414,0.743145,1
"522",-0.290325,0.602866,0.743145,1
"523",-0.235116,0.626463,0.743145,1
"524",-0.178013,0.645017,0.743145,1
"525",-0.119478,0.658377,0.743145,1
"526",-0.05998,0.666437,0.743145,1
"527",0,0.707107,0.707107,1
"528",0.059169,0.704627,0.707107,1
"529",0.117923,0.697204,0.707107,1
"530",0.17585,0.684892,0.707107,1
"531",0.232544,0.667775,0.707107,1
"532",0.287606,0.645974,0.707107,1
"533",0.340651,0.619642,0.707107,1
"534",0.391307,0.588964,0.707107,1
"535",0.439218,0.554155,0.707107,1
"536",0.484048,0.515459,0.707107,1
"537",0.525483,0.473147,0.707107,1
"538",0.563232,0.427516,0.707107,1
"539",0.59703,0.378887,0.707107,1
"540",0.626641,0.3276,0.707107,1
"541",0.651856,0.274015,0.707107,1
"542",0.672499,0.218508,0.707107,1
"543",0.688424,0.161468,0.707107,1
"544",0.699521,0.103296,0.707107,1
"545",0.705711,0.0444,0.707107,1
"546",0.706952,-0.014809,0.707107,1
"547",0.703233,-0.073913,0.707107,1
"548",0.694582,-0.132499,0.707107,1
"549",0.681059,-0.190155,0.707107,1
"550",0.662758,-0.246478,0.707107,1
"551",0.639809,-0.301071,0.707107,1
"552",0.612372,-0.353553,0.707107,1
"553",0.58064,-0.403555,0.707107,1
"554",0.544835,-0.450727,0.707107,1
"555",0.505208,-0.494737,0.707107,1
"556",0.462038,-0.535276,0.707107,1
"557",0.415627,-0.572061,0.707107,1
"558",0.3663,-0.604834,0.707107,1
"559",0.314405,-0.633364,0.707107,1
"560",0.260303,-0.657451,0.707107,1
"561",0.204376,-0.676927,0.707107,1
"562",0.147016,-0.691655,0.707107,1
"563",0.088624,-0.701531,0.707107,1
"564",0.029611,-0.706487,0.707107,1
"565",-0.029611,-0.706487,0.707107,1
"566",-0.088624,-0.701531,0.707107,1
"567",-0.147016,-0.691655,0.707107,1
"568",-0.204376,-0.676927,0.707107,1
"569",-0.260303,-0.657451,0.707107,1
"570",-0.314405,-0.633364,0.707107,1
"571",-0.3663,-0.604834,0.707107,1
"572",-0.415627,-0.572061,0.707107,1
"573",-0.462038,-0.535276,0.707107,1
"574",-0.505208,-0.494737,0.707107,1
"575",-0.544835,-0.450727,0.707107,1
"576",-0.58064,-0.403555,0.707107,1
"577",-0.612372,-0.353553,0.707107,1
"578",-0.639809,-0.301071,0.707107,1
"579",-0.662758,-0.246478,0.707107,1
"580",-0.681059,-0.190155,0.707107,1
"581",-0.694582,-0.132499,0.707107,1
"582",-0.703233,-0.073913,0.707107,1
"583",-0.706952,-0.014809,0.707107,1
"584",-0.705711,0.0444,0.707107,1
"585",-0.699521,0.103296,0.707107,1
"586",-0.688424,0.161468,0.707107,1
"587",-0.672499,0.218508,0.707107,1
"588",-0.651856,0.274015,0.707107,1
"589",-0.626641,0.3276,0.707107,1
"590",-0.59703,0.378887,0.707107,1
"591",-0.563232,0.427516,0.707107,1
"592",-0.525483,0.473147,0.707107,1
"593",-0.484048,0.515459,0.707107,1
"594",-0.439218,0.554155,0.707107,1
"595",-0.391307,0.588964,0.707107,1
"596",-0.340651,0.619642,0.707107,1
"597",-0.287606,0.645974,0.707107,1
"598",-0.232544,0.667775,0.707107,1
"599",-0.17585,0.684892,0.707107,1
"600",-0.117923,0.697204,0.707107,1
"601",-0.059169,0.704627,0.707107,1
"602",0,0.743145,0.669131,1
"603",0.058306,0.740854,0.669131,1
"604",0.116253,0.733995,0.669131,1
"605",0.173484,0.722612,0.669131,1
"606",0.229644,0.706773,0.669131,1
"607",0.284389,0.686576,0.669131,1
"608",0.337381,0.662147,0.669131,1
"609",0.388292,0.633635,0.669131,1
"610",0.43681,0.601217,0.669131,1
"611",0.482634,0.565092,0.669131,1
"612",0.525483,0.525483,0.669131,1
"613",0.565092,0.482634,0.669131,1
"614",0.601217,0.43681,0.669131,1
"615",0.633635,0.388292,0.669131,1
"616",0.662147,0.337381,0.669131,1
"617",0.686576,0.284389,0.669131,1
"618",0.706773,0.229644,0.669131,1
"619",0.722612,0.173484,0.669131,1
"620",0.733995,0.116253,0.669131,1
"621",0.740854,0.058306,0.669131,1
"622",0.743145,0,0.669131,1
"623",0.740854,-0.058306,0.669131,1
"624",0.733995,-0.116253,0.669131,1
"625",0.722612,-0.173484,0.669131,1
"626",0.706773,-0.229644,0.669131,1
"627",0.686576,-0.284389,0.669131,1
"628",0.662147,-0.337381,0.669131,1
"629",0.633635,-0.388292,0.669131,1
"630",0.601217,-0.43681,0.669131,1
"631",0.565092,-0.482634,0.669131,1
"632",0.525483,-0.525483,0.669131,1
"633",0.482634,-0.565092,0.669131,1
"634",0.43681,-0.601217,0.669131,1
"635",0.388292,-0.633635,0.669131,1
"636",0.337381,-0.662147,0.669131,1
"637",0.284389,-0.686576,0.669131,1
"638",0.229644,-0.706773,0.669131,1
"639",0.173484,-0.722612,0.669131,1
"640",0.116253,-0.733995,0.669131,1
"641",0.058306,-0.740854,0.669131,1
"642",0,-0.743145,0.669131,1
"643",-0.058306,-0.740854,0.669131,1
"644",-0.116253,-0.733995,0.669131,1
"645",-0.173484,-0.722612,0.669131,1
"646",-0.229644,-0.706773,0.669131,1
"647",-0.284389,-0.686576,0.669131,1
"648",-0.337381,-0.662147,0.669131,1
"649",-0.388292,-0.633635,0.669131,1
"650",-0.43681,-0.601217,0.669131,1
"651",-0.482634,-0.565092,0.669131,1
"652",-0.525483,-0.525483,0.669131,1
"653",-0.565092,-0.482634,0.669131,1
"654",-0.601217,-0.43681,0.669131,1
"655",-0.633635,-0.388292,0.669131,1
"656",-0.662147,-0.337381,0.669131,1
"657",-0.686576,-0.284389,0.669131,1
"658",-0.706773,-0.229644,0.669131,1
"659",-0.722612,-0.173484,0.669131,1
"660",-0.733995,-0.116253,0.669131,1
"661",-0.740854,-0.058306,0.669131,1
"662",-0.743145,0,0.669131,1
"663",-0.740854,0.058306,0.669131,1
"664",-0.733995,0.116253,0.669131,1
"665",-0.722612,0.173484,0.669131,1
"666",-0.706773,0.229644,0.669131,1
"667",-0.686576,0.284389,0.669131,1
"668",-0.662147,0.337381,0.669131,1
"669",-0.633635,0.388292,0.669131,1
"670",-0.601217,0.43681,0.669131,1
"671",-0.565092,0.482634,0.669131,1
